INST CODE,INSTITUTE NAME,PLACE,DIST,COED,COLLEGE TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,TUITION FEE,AFFILIATED
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,26303.0,26303,86999.0,86999,57408.0,70255,26303.0,26303,65938.0,65938,85977.0,99017,95181.0,113074,92961.0,118607,40634.0,53505,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",40918.0,55055,108367.0,111600,88878.0,116339,40918.0,55055,83466.0,101397,113868.0,113868,125450.0,125450,123488.0,123488,68772.0,76791,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52680.0,97089,98439.0,98439,112273.0,118527,52680.0,97089,91412.0,112231,92750.0,97089,125323.0,125323,121767.0,124052,85742.0,99034,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92254.0,92254,92254.0,108123,92254.0,102337,109513.0,109513,115206.0,115206,92254.0,93224,122491.0,125623,122995.0,124052,92254.0,92254,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,118327.0,126088,118327.0,126088,118327.0,126088,118327.0,126088,118327.0,126088,118327.0,126088,126088.0,126088,118327.0,126088,118327.0,126088,60000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,97735.0,108732,97735.0,108732,113070.0,113070,97735.0,108732,112337.0,112337,97735.0,108732,125531.0,125531,119669.0,119669,97735.0,108732,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),31109.0,33478,67801.0,71111,51843.0,52291,34695.0,34695,45271.0,62238,86931.0,114306,107400.0,121606,70102.0,108288,35627.0,38780,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,20326.0,20326,55820.0,57250,38083.0,39834,20326.0,80628,33916.0,33916,47872.0,98462,58671.0,58671,57203.0,63467,25299.0,30373,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",37677.0,37677,70199.0,101743,47394.0,52867,71806.0,71806,42432.0,52112,82380.0,82380,102662.0,112481,72720.0,121382,38647.0,38825,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),41122.0,41139,114424.0,114424,63636.0,78526,50141.0,50141,53511.0,69422,97353.0,97353,119153.0,119153,83568.0,122938,41741.0,42370,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44763.0,53196,113988.0,118180,72768.0,83852,44763.0,74514,64491.0,79430,114592.0,114628,124263.0,125853,99780.0,122763,54426.0,54426,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,61647.0,67014,96263.0,96263,121252.0,121252,61647.0,67014,103009.0,103009,61647.0,97443,125698.0,125698,102671.0,112833,77171.0,79621,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,30636.0,33246,74607.0,92136,53448.0,53546,51445.0,51445,46895.0,61028,30636.0,33246,106510.0,121384,58244.0,70732,36981.0,39184,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,87035.0,111188,87035.0,111188,105039.0,111188,87035.0,111188,101539.0,111188,89280.0,111188,102640.0,111188,118996.0,118996,87035.0,111188,110000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,107768.0,113173,107768.0,113173,111375.0,113173,107768.0,113173,107768.0,113173,107768.0,113173,121667.0,121667,107768.0,126050,107768.0,113173,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,45328.0,45328,116234.0,116466,111927.0,118370,89634.0,89634,92385.0,92385,117140.0,117140,125588.0,125588,118721.0,121031,76460.0,102973,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",32485.0,68256,102582.0,107519,101868.0,101868,32485.0,68256,97653.0,97653,101939.0,101939,125657.0,125657,80024.0,109549,81050.0,98175,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81301.0,81301,107715.0,109225,109555.0,109555,81301.0,81301,110564.0,113830,81301.0,116204,100975.0,104769,125718.0,125718,112550.0,114964,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91314.0,93413,117547.0,117547,96932.0,118370,91314.0,93413,115796.0,115796,91314.0,93413,123797.0,123797,122555.0,122818,91314.0,93413,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,117856.0,117856,117856.0,117856,117856.0,117856,117856.0,117856,117856.0,117856,117856.0,117856,117856.0,117856,117856.0,117856,117856.0,117856,75000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,104658.0,109044,125725.0,125725,104658.0,109044,104658.0,109044,106699.0,111766,104658.0,109044,125517.0,125517,122844.0,122844,104658.0,109044,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CIV,CIVIL ENGINEERING,115304.0,117646,115304.0,117646,115304.0,117646,115304.0,117646,115304.0,118728,115304.0,117646,125523.0,125523,123261.0,123261,115304.0,117646,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,53376.0,85081,113367.0,113367,110610.0,122960,89312.0,99520,93136.0,93136,95081.0,95081,94163.0,119575,75574.0,85081,71488.0,108071,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55807.0,76906,109775.0,109775,62583.0,93676,55807.0,76906,107610.0,107610,104658.0,104658,124067.0,125034,125725.0,125725,55807.0,76906,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,45103.0,106699,124933.0,124933,125190.0,125190,45103.0,106699,45103.0,106699,110560.0,110560,126116.0,126116,121979.0,121979,45103.0,106699,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MIN,MINING ENGINEERING,98018.0,98018,98018.0,98018,98018.0,98018,98018.0,98018,98018.0,98018,98018.0,98018,98018.0,98018,119158.0,119158,98018.0,98018,65000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,68290.0,93230,68290.0,93230,95572.0,95572,68290.0,93230,68290.0,93230,68290.0,93230,125814.0,125814,125932.0,125932,68290.0,93230,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,31766.0,66894,105402.0,112203,64880.0,66894,76868.0,76868,76001.0,76001,77941.0,84598,99756.0,99756,102549.0,121894,57637.0,79972,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57043.0,86632,108158.0,108158,95572.0,105083,57043.0,86632,93095.0,93568,81276.0,86632,122921.0,122921,119718.0,119718,60487.0,86632,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57591.0,59054,103331.0,114595,113498.0,117362,101406.0,101406,110535.0,110535,110168.0,116018,126070.0,126070,93221.0,121330,89426.0,102050,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86708.0,110535,86708.0,110535,97589.0,110535,86708.0,110535,122035.0,122035,112584.0,112584,125932.0,125932,86708.0,110535,86708.0,110535,90000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,32678.0,32678,105076.0,116673,108126.0,113361,117033.0,117033,104262.0,104262,93150.0,111508,122778.0,125179,120851.0,120851,106071.0,106071,67000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",67918.0,81308,67918.0,106461,112758.0,117662,95231.0,109245,117460.0,117460,67918.0,116589,119071.0,119071,87657.0,87657,117453.0,117453,67000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,65785.0,115585,115860.0,115860,101735.0,118144,65785.0,115585,117920.0,117920,65785.0,115585,125382.0,125551,126025.0,126025,65785.0,115585,67000,JNTUH
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHD,PHARM - D (M.P.C. STREAM),79915.0,79915,79915.0,79915,79915.0,79915,79915.0,79915,79915.0,79915,79915.0,79915,79915.0,79915,79915.0,79915,79915.0,79915,68000,OU
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),39904.0,39904,39904.0,39904,39904.0,39904,39904.0,39904,39904.0,39904,39904.0,39904,39904.0,39904,39904.0,39904,39904.0,39904,45000,OU
ASRA,"AVANTHIS SCIENTIFIC TECH AND RESEARCH
ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,91905.0,92196,91905.0,92196,91905.0,92196,91905.0,92196,91905.0,92196,91905.0,92196,91905.0,92196,91905.0,92196,91905.0,92196,60000,JNTUH
ASRA,"AVANTHIS SCIENTIFIC TECH AND RESEARCH
ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,49897.0,55707,88233.0,112037,110867.0,115335,54981.0,55707,114972.0,114972,110853.0,116269,115795.0,125542,125002.0,125002,78715.0,78715,60000,JNTUH
ASRA,"AVANTHIS SCIENTIFIC TECH AND RESEARCH
ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",93488.0,93488,117120.0,117120,117844.0,117844,93488.0,93488,118321.0,118321,109517.0,109517,102726.0,102726,94137.0,94137,109484.0,109484,60000,JNTUH
ASRA,"AVANTHIS SCIENTIFIC TECH AND RESEARCH
ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,77987.0,77987,103441.0,109225,90468.0,115054,77987.0,77987,90109.0,117152,77987.0,77987,107932.0,124984,106806.0,106806,77987.0,77987,60000,JNTUH
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL
INSTITUTE",GHATKESAR,MDL,COED,PVT,2003,CSE,COMPUTER SCIENCE AND ENGINEERING,55984.0,55984,118366.0,118366,113217.0,114476,90805.0,90805,94357.0,110218,116458.0,116458,124888.0,124888,96230.0,123433,76008.0,100613,45000,JNTUH
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL
INSTITUTE",GHATKESAR,MDL,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53473.0,56297,103830.0,116273,115239.0,115239,53473.0,56297,99464.0,115580,94948.0,116271,125205.0,125731,118920.0,118920,79694.0,79694,45000,JNTUH
AURG,"AURORAS SCIENTIFIC AND TECHNOLOGICAL
INSTITUTE",GHATKESAR,MDL,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,107589.0,109638,107589.0,109638,117174.0,117174,107589.0,109638,107589.0,109638,107589.0,109638,125424.0,125424,119434.0,119434,107589.0,109638,45000,JNTUH
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH
INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),38923.0,108057,106498.0,111704,110557.0,115625,38923.0,108057,114201.0,114201,104594.0,108537,124105.0,124105,123184.0,123184,87088.0,108057,83000,JNTUH
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH
INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),74588.0,93742,112782.0,112782,117353.0,117353,84717.0,93742,104797.0,110891,118496.0,118496,125834.0,125834,120890.0,120890,87963.0,117989,83000,JNTUH
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH
INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,66390.0,107597,118104.0,118104,99716.0,114499,70768.0,117876,96354.0,117721,117444.0,117444,125520.0,126064,125379.0,125379,74329.0,107597,83000,JNTUH
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH
INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57220.0,97782,117829.0,117829,118507.0,118507,57220.0,97782,113278.0,113278,114145.0,114145,124950.0,125614,120878.0,120878,96178.0,97782,83000,JNTUH
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH
INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99193.0,99193,103920.0,114079,118468.0,118468,112166.0,112166,117533.0,117533,116030.0,116030,122799.0,124171,123615.0,123615,104048.0,105411,83000,JNTUH
AURP,"AURORAS TECHNOLOGICAL AND  RESEARCH
INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92012.0,108123,114550.0,114550,107192.0,108123,92012.0,108123,118413.0,118413,92012.0,108123,125883.0,125883,125696.0,126078,92012.0,108123,83000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),73002.0,73002,114817.0,114817,114086.0,118508,73002.0,73002,102153.0,102153,90207.0,90207,122331.0,125985,122081.0,122081,79003.0,112767,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,54729.0,54729,109611.0,116457,110984.0,114713,54729.0,91474,91331.0,91331,93378.0,116498,125289.0,125289,124499.0,124499,69248.0,90065,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",66624.0,75241,108597.0,108597,116526.0,117308,66624.0,75241,117505.0,117505,108905.0,114922,124696.0,124696,111065.0,111065,82706.0,82706,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78464.0,78464,109067.0,117152,117839.0,117839,78464.0,113777,99289.0,99289,115916.0,115916,125137.0,125137,125790.0,125790,101758.0,109726,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93677.0,97579,93677.0,97579,117698.0,117698,93677.0,97579,93677.0,97579,93677.0,97579,98432.0,122424,125828.0,125828,93677.0,97579,70000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,82111.0,109645,121854.0,124108,121976.0,125366,82111.0,126050,117491.0,117491,82111.0,113055,121425.0,124195,125066.0,125066,82111.0,109645,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),57291.0,57788,100158.0,113572,83904.0,93994,57291.0,57788,72552.0,85490,102068.0,102068,116370.0,120953,80529.0,80529,68470.0,68470,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),50981.0,59189,94063.0,98909,80997.0,86409,50981.0,71896,71650.0,80172,104134.0,104134,95241.0,121547,76621.0,76621,62236.0,64309,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,40052.0,45270,85282.0,91164,74074.0,80888,107583.0,107583,65971.0,70465,85183.0,97558,88913.0,92425,66929.0,70734,59829.0,63987,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57760.0,65575,115233.0,115233,79825.0,88021,57760.0,85447,72760.0,86665,106329.0,106329,112122.0,118650,82920.0,91032,64899.0,69402,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80109.0,95151,117856.0,117856,105645.0,110242,80109.0,95151,85603.0,99711,93803.0,104581,120586.0,125160,92455.0,120510,86716.0,98561,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,124606.0,124606,124606.0,124606,124606.0,124606,124606.0,124606,124606.0,124606,124606.0,124606,124779.0,124779,124606.0,126050,124606.0,124606,92000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,114575.0,114575,114575.0,114575,114575.0,114575,114575.0,114575,114575.0,114575,114575.0,114575,125212.0,125212,124878.0,124878,114575.0,114575,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47849.0,59262,100067.0,110565,93065.0,105995,47849.0,59262,83099.0,83099,117507.0,117507,122215.0,122215,90136.0,119720,58231.0,59262,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),54478.0,56359,97267.0,108568,87824.0,101959,82063.0,82063,77497.0,77497,103761.0,114825,115640.0,120894,86080.0,119604,54478.0,58495,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",49668.0,55761,115082.0,115082,96067.0,111497,49668.0,55761,81651.0,94891,109097.0,109097,123948.0,124265,98990.0,124432,54879.0,59791,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45341.0,86033,115461.0,116897,116174.0,116626,87576.0,102493,96184.0,117141,95677.0,115272,125476.0,125476,120718.0,123678,79650.0,100023,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86863.0,94382,125487.0,125487,125921.0,125921,86863.0,94382,116471.0,116471,101065.0,101065,119870.0,123076,112943.0,125212,86863.0,94382,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,45710.0,57736,115234.0,115234,106782.0,114009,105551.0,105551,86793.0,99132,114686.0,114686,124955.0,125149,96633.0,101830,55926.0,57895,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,80078.0,117979,80078.0,117979,110205.0,117979,80078.0,117979,80078.0,117979,80078.0,117979,125476.0,125476,119320.0,119320,80078.0,117979,89000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,54370.0,115391,111225.0,115391,118445.0,118445,54370.0,115391,116762.0,116762,54370.0,115391,121952.0,121952,126138.0,126138,54370.0,115391,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),85746.0,85746,98557.0,98557,92038.0,100443,85746.0,85746,85746.0,115232,116222.0,116222,125610.0,125610,122462.0,122462,99057.0,105011,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,57264.0,57264,105147.0,114635,69180.0,69180,95709.0,95709,64429.0,102628,103591.0,103591,123405.0,123405,97463.0,97463,93059.0,101993,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",52402.0,52402,95097.0,99741,83297.0,98843,75233.0,75233,74995.0,75759,52402.0,85869,121355.0,121355,121138.0,121138,82330.0,82330,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),104911.0,104911,105766.0,111519,106422.0,113106,104911.0,104911,104911.0,104911,111892.0,111892,122870.0,122870,122096.0,122096,107535.0,107535,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),74754.0,74754,105496.0,105496,103302.0,104061,74754.0,86302,101826.0,101826,117503.0,117503,104202.0,123354,119843.0,119843,107074.0,107074,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,76894.0,79849,118445.0,118445,117108.0,117108,93486.0,93486,109236.0,117470,107945.0,107945,125308.0,125308,124690.0,124690,76894.0,79849,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95394.0,102953,100429.0,102953,118036.0,118036,95394.0,102953,116762.0,116762,107969.0,107969,121855.0,121855,122627.0,125219,95394.0,102953,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,115954.0,115954,115954.0,115954,115954.0,115954,115954.0,115954,115954.0,115954,115954.0,115954,124272.0,124272,123922.0,123922,115954.0,115954,68000,JNTUH
BNPW,BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),,73513,,73513,,73513,,73513,,73513,,73513,,73513,,73513,,73513,52000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CIV,CIVIL ENGINEERING,118414.0,118414,118414.0,118414,118414.0,118414,118414.0,118414,118414.0,118414,118414.0,118414,123371.0,125814,123284.0,125788,118414.0,118414,63000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,56694.0,56694,94952.0,94952,82430.0,82430,56694.0,56694,84062.0,88252,56694.0,112017,113808.0,113808,56694.0,121058,56694.0,56694,63000,JNTUH
